time,G(i),H_sun,T2m,WS10m,,Price
20160803:0511,13.4,12.04,14.69,4.9,3/8/2016,23.66
20160803:0611,64.14,20.2,15.66,5.75,3/8/2016,27.06
20160803:0711,256.85,28.4,16.48,6.64,3/8/2016,28.22
20160803:0811,344.24,36.2,17.29,7.53,3/8/2016,27.69
20160803:0911,84.92,43.05,18.11,8.41,3/8/2016,28.17
20160803:1011,78.59,48.18,17.9,8.53,3/8/2016,25.12
20160803:1111,137.31,50.74,17.7,8.64,3/8/2016,23.23
20160803:1211,74.98,50.15,17.49,8.76,3/8/2016,22.94
20160803:1311,124.66,46.55,17.53,7.88,3/8/2016,22.89
20160803:1411,92.14,40.69,17.58,7.01,3/8/2016,22.75
20160803:1511,75.88,33.41,17.62,6.14,3/8/2016,22.28
20160803:1611,121.17,25.4,17.51,7.09,3/8/2016,22.13
20160803:1711,94.44,17.17,17.39,8.04,3/8/2016,23.05
20160803:1811,31.82,9.12,17.28,8.99,3/8/2016,23.69
20160803:1911,0,0,16.81,9.04,3/8/2016,23.31
20160803:2011,0,0,16.33,9.08,3/8/2016,23.23
20160803:2111,0,0,15.86,9.13,3/8/2016,23.15
20160803:2211,0,0,15.9,8.77,3/8/2016,23.1
20160803:2311,0,0,15.95,8.4,3/8/2016,22.67
20160804:0011,0,0,15.99,8.04,4/8/2016,21.7
20160804:0111,0,0,15.93,7.49,4/8/2016,21.42
20160804:0211,0,0,15.88,6.93,4/8/2016,20.05
20160804:0311,0,0,15.82,6.37,4/8/2016,19.42
20160804:0411,7.54,4.08,16.27,6.44,4/8/2016,19.83
20160804:0511,60.29,11.83,16.71,6.5,4/8/2016,21.43
20160804:0611,60.53,19.99,17.16,6.57,4/8/2016,21.79
20160804:0711,306.58,28.19,17.46,7.06,4/8/2016,22.08
20160804:0811,371.76,35.99,17.75,7.56,4/8/2016,22.26
20160804:0911,753.77,42.82,18.05,8.06,4/8/2016,22.14
20160804:1011,288.84,47.93,17.91,8.26,4/8/2016,22.16
20160804:1111,911,50.48,17.76,8.47,4/8/2016,22.11
20160804:1211,884.89,49.88,17.62,8.68,4/8/2016,22.01
20160804:1311,875.54,46.29,17.87,8.53,4/8/2016,21.97
20160804:1411,643.05,40.44,18.11,8.39,4/8/2016,21.85
20160804:1511,502.43,33.18,18.36,8.25,4/8/2016,21.59
20160804:1611,237.95,25.17,17.86,8.08,4/8/2016,21.32
20160804:1711,152.75,16.95,17.36,7.91,4/8/2016,21.54
20160804:1811,51.08,8.89,16.86,7.74,4/8/2016,21.58
20160804:1911,0,0,16.36,7.49,4/8/2016,21.89
20160804:2011,0,0,15.86,7.24,4/8/2016,21.88
20160804:2111,0,0,15.36,6.99,4/8/2016,21.84
20160804:2211,0,0,15.38,6.71,4/8/2016,21.93
20160804:2311,0,0,15.41,6.43,4/8/2016,21.67
20160805:0011,0,0,15.43,6.15,5/8/2016,21.78
20160805:0111,0,0,15.2,6.18,5/8/2016,21.68
20160805:0211,0,0,14.97,6.22,5/8/2016,21.66
20160805:0311,0,0,14.74,6.25,5/8/2016,22.31
20160805:0411,2.51,3.86,15.1,6.18,5/8/2016,24.07
20160805:0511,61.96,11.62,15.45,6.11,5/8/2016,26.24
20160805:0611,205.87,19.79,15.81,6.04,5/8/2016,30.45
20160805:0711,421.48,27.98,16.58,6.07,5/8/2016,33.19
20160805:0811,631.55,35.77,17.36,6.1,5/8/2016,36.3
20160805:0911,796.54,42.59,18.13,6.12,5/8/2016,38.69
20160805:1011,803.44,47.68,18.33,6.39,5/8/2016,38.54
20160805:1111,976.09,50.21,18.53,6.65,5/8/2016,38
20160805:1211,961.59,49.62,18.73,6.91,5/8/2016,36
20160805:1311,892.97,46.04,18.56,7.2,5/8/2016,33.96
20160805:1411,752.87,40.2,18.4,7.48,5/8/2016,31.39
20160805:1511,573.04,32.94,18.23,7.77,5/8/2016,28.23
20160805:1611,364.57,24.94,17.7,8.14,5/8/2016,28.46
20160805:1711,155.81,16.71,17.16,8.51,5/8/2016,31.29
20160805:1811,42.7,8.66,16.63,8.88,5/8/2016,32.22
20160805:1911,0,0,15.86,9.04,5/8/2016,29.98
20160805:2011,0,0,15.08,9.2,5/8/2016,28.07
20160805:2111,0,0,14.31,9.37,5/8/2016,27.82
20160805:2211,0,0,14.13,9.51,5/8/2016,21.92
20160805:2311,0,0,13.96,9.66,5/8/2016,21.73
20160806:0011,0,0,13.78,9.81,6/8/2016,21.7
20160806:0111,0,0,13.69,9.89,6/8/2016,21.59
20160806:0211,0,0,13.61,9.97,6/8/2016,21.5
20160806:0311,0,0,13.52,10.06,6/8/2016,21.27
20160806:0411,15.07,3.64,13.64,10.1,6/8/2016,21.1
20160806:0511,39.35,11.41,13.77,10.14,6/8/2016,20.87
20160806:0611,159.68,19.58,13.89,10.18,6/8/2016,21.14
20160806:0711,221.74,27.77,14.38,10.49,6/8/2016,21.39
20160806:0811,426.06,35.55,14.86,10.8,6/8/2016,21.65
20160806:0911,506.02,42.35,15.35,11.1,6/8/2016,21.79
20160806:1011,205.6,47.43,15.69,11.32,6/8/2016,21.84
20160806:1111,868.27,49.94,16.03,11.54,6/8/2016,21.7
20160806:1211,967.74,49.34,16.37,11.75,6/8/2016,22.07
20160806:1311,886.03,45.77,16.37,11.85,6/8/2016,19.81
20160806:1411,712.88,39.95,16.36,11.95,6/8/2016,19.28
20160806:1511,546.09,32.7,16.36,12.06,6/8/2016,19.3
20160806:1611,372.34,24.71,15.98,11.67,6/8/2016,17.18
20160806:1711,156.85,16.48,15.59,11.29,6/8/2016,22.03
20160806:1811,39.35,8.42,15.21,10.91,6/8/2016,21.97
20160806:1911,0,0,14.72,10.4,6/8/2016,21.21
20160806:2011,0,0,14.22,9.9,6/8/2016,21.27
20160806:2111,0,0,13.73,9.39,6/8/2016,21.51
20160806:2211,0,0,13.68,9.03,6/8/2016,21.56
20160806:2311,0,0,13.63,8.66,6/8/2016,21.51
20160807:0011,0,0,13.58,8.29,7/8/2016,21.56
20160807:0111,0,0,13.59,7.96,7/8/2016,20.05
20160807:0211,0,0,13.61,7.64,7/8/2016,17.99
20160807:0311,0,0,13.62,7.31,7/8/2016,13.17
20160807:0411,1.67,3.42,14.13,7.28,7/8/2016,12.69
20160807:0511,61.12,11.2,14.64,7.26,7/8/2016,12.76
20160807:0611,137.83,19.37,15.15,7.23,7/8/2016,12.93
20160807:0711,90.34,27.56,16.23,8.21,7/8/2016,16.51
20160807:0811,161.18,35.33,17.32,9.2,7/8/2016,18.51
20160807:0911,139.12,42.11,18.4,10.18,7/8/2016,19.27
20160807:1011,94.85,47.17,18.4,10.02,7/8/2016,20.11
20160807:1111,203.26,49.67,18.4,9.87,7/8/2016,21.12
20160807:1211,383.51,49.07,18.4,9.71,7/8/2016,20.92
20160807:1311,380.84,45.5,18.57,9.64,7/8/2016,20.21
20160807:1411,654.03,39.69,18.74,9.56,7/8/2016,19.95
20160807:1511,391.81,32.45,18.91,9.49,7/8/2016,19.85
20160807:1611,122.26,24.46,18.39,9.42,7/8/2016,19.95
20160807:1711,131.63,16.23,17.87,9.35,7/8/2016,12.84
20160807:1811,35.17,8.17,17.35,9.28,7/8/2016,24.7
20160807:1911,0,0,16.89,9.1,7/8/2016,26.06
20160807:2011,0,0,16.43,8.92,7/8/2016,21.66
20160807:2111,0,0,15.97,8.74,7/8/2016,21.67
20160807:2211,0,0,15.92,8.89,7/8/2016,21.69
20160807:2311,0,0,15.86,9.03,7/8/2016,21.59
20160808:0011,0,0,15.81,9.17,8/8/2016,20.62
20160808:0111,0,0,16.13,10.23,8/8/2016,16.44
20160808:0211,0,0,16.45,11.29,8/8/2016,12.91
20160808:0311,0,0,16.77,12.34,8/8/2016,8.16
20160808:0411,3.35,3.2,16.57,12.42,8/8/2016,8.12
20160808:0511,42.7,10.98,16.38,12.5,8/8/2016,8.94
20160808:0611,201.52,19.16,16.18,12.58,8/8/2016,17.85
20160808:0711,287.48,27.34,16.53,12.99,8/8/2016,23.71
20160808:0811,354.39,35.1,16.88,13.4,8/8/2016,21.79
20160808:0911,688.75,41.87,17.23,13.81,8/8/2016,24.02
20160808:1011,857.26,46.91,16.85,13.9,8/8/2016,20.26
20160808:1111,293.51,49.39,16.48,13.99,8/8/2016,18.73
20160808:1211,211.96,48.79,16.1,14.08,8/8/2016,19.72
20160808:1311,285.36,45.23,15.82,13.8,8/8/2016,19.46
20160808:1411,196.13,39.43,15.53,13.51,8/8/2016,19.48
20160808:1511,177.72,32.2,15.25,13.23,8/8/2016,17.92
20160808:1611,289.53,24.22,14.89,13.04,8/8/2016,20.82
20160808:1711,150.94,15.99,14.54,12.86,8/8/2016,22.81
20160808:1811,43.54,7.92,14.18,12.68,8/8/2016,21.18
20160808:1911,0,0,13.86,12.68,8/8/2016,21.15
20160808:2011,0,0,13.54,12.68,8/8/2016,21.11
20160808:2111,0,0,13.22,12.69,8/8/2016,21.06
20160808:2211,0,0,13.16,12.94,8/8/2016,20.87
20160808:2311,0,0,13.11,13.2,8/8/2016,20.11
20160809:0011,0,0,13.05,13.45,9/8/2016,19.27
20160809:0111,0,0,12.8,13.43,9/8/2016,18
20160809:0211,0,0,12.55,13.41,9/8/2016,18.03
20160809:0311,0,0,12.3,13.39,9/8/2016,17.78
20160809:0411,4.19,2.97,12.45,13.1,9/8/2016,18.11
20160809:0511,35.17,10.76,12.59,12.8,9/8/2016,19.02
20160809:0611,154.71,18.94,12.74,12.51,9/8/2016,19.73
20160809:0711,232.35,27.12,13.09,12.43,9/8/2016,20.28
20160809:0811,338.46,34.87,13.43,12.35,9/8/2016,21.15
20160809:0911,570.57,41.63,13.78,12.28,9/8/2016,21.23
20160809:1011,642.08,46.64,13.77,12.4,9/8/2016,21.14
20160809:1111,816.78,49.11,13.75,12.53,9/8/2016,21.02
20160809:1211,636.71,48.5,13.74,12.66,9/8/2016,20.85
20160809:1311,462.22,44.95,13.66,12.75,9/8/2016,20.78
20160809:1411,591.9,39.16,13.58,12.84,9/8/2016,20.63
20160809:1511,276.86,31.94,13.5,12.92,9/8/2016,20.29
20160809:1611,211.73,23.96,13.17,12.76,9/8/2016,20.04
20160809:1711,124.21,15.73,12.83,12.6,9/8/2016,20.43
20160809:1811,43.54,7.66,12.5,12.44,9/8/2016,20.09
20160809:1911,0,0,12.06,12.22,9/8/2016,20.03
20160809:2011,0,0,11.63,12,9/8/2016,20
20160809:2111,0,0,11.19,11.78,9/8/2016,19.83
20160809:2211,0,0,11.09,11.63,9/8/2016,20.44
20160809:2311,0,0,11,11.48,9/8/2016,20.18
20160810:0011,0,0,10.9,11.34,10/8/2016,19.52
20160810:0111,0,0,10.79,11.04,10/8/2016,19.32
20160810:0211,0,0,10.69,10.74,10/8/2016,19.24
20160810:0311,0,0,10.58,10.44,10/8/2016,19.23
20160810:0411,5.02,2.74,10.81,10.16,10/8/2016,19.3
20160810:0511,38.52,10.54,11.05,9.87,10/8/2016,19.39
20160810:0611,173.29,18.72,11.28,9.59,10/8/2016,20.42
20160810:0711,365.13,26.9,11.82,9.12,10/8/2016,20.77
20160810:0811,609.85,34.64,12.35,8.66,10/8/2016,21.52
20160810:0911,776.03,41.38,12.89,8.19,10/8/2016,25.61
20160810:1011,916.33,46.38,13.29,7.96,10/8/2016,23.17
20160810:1111,928.99,48.83,13.68,7.73,10/8/2016,22.46
20160810:1211,808.02,48.21,14.08,7.5,10/8/2016,22.74
20160810:1311,801.78,44.67,14.32,8.17,10/8/2016,22.7
20160810:1411,723.78,38.89,14.55,8.85,10/8/2016,21.83
20160810:1511,574.28,31.68,14.79,9.52,10/8/2016,20.93
20160810:1611,357.97,23.71,14.33,9.55,10/8/2016,21.96
20160810:1711,151.81,15.48,13.86,9.58,10/8/2016,21.91
20160810:1811,36.84,7.4,13.4,9.61,10/8/2016,22.39
20160810:1911,0,0,12.8,9.49,10/8/2016,22.08
20160810:2011,0,0,12.21,9.37,10/8/2016,21.96
20160810:2111,0,0,11.61,9.26,10/8/2016,22.01
20160810:2211,0,0,11.46,9.09,10/8/2016,20.93
20160810:2311,0,0,11.31,8.92,10/8/2016,20.61
20160811:0011,0,0,11.16,8.76,11/8/2016,20.26
20160811:0111,0,0,10.85,8.57,11/8/2016,19.99
20160811:0211,0,0,10.55,8.38,11/8/2016,19.91
20160811:0311,0,0,10.24,8.19,11/8/2016,19.83
20160811:0411,0,0,10.69,7.73,11/8/2016,19.72
20160811:0511,52.75,10.32,11.13,7.27,11/8/2016,21.62
20160811:0611,194.25,18.51,11.58,6.81,11/8/2016,27.97
20160811:0711,416.33,26.68,12.31,6.26,11/8/2016,34.09
20160811:0811,632.54,34.41,13.03,5.7,11/8/2016,35.67
20160811:0911,801.63,41.13,13.76,5.14,11/8/2016,33.07
20160811:1011,921.59,46.1,14.07,4.78,11/8/2016,30.86
20160811:1111,989.64,48.54,14.38,4.42,11/8/2016,30.48
20160811:1211,955.69,47.91,14.69,4.06,11/8/2016,28.57
20160811:1311,824.92,44.38,14.94,4.07,11/8/2016,27.17
20160811:1411,738.13,38.61,15.19,4.09,11/8/2016,24.99
20160811:1511,537.78,31.41,15.44,4.11,11/8/2016,25.62
20160811:1611,193.87,23.44,15.22,3.65,11/8/2016,25.69
20160811:1711,98.73,15.21,15,3.19,11/8/2016,31.4
20160811:1811,20.1,7.14,14.78,2.73,11/8/2016,34.37
20160811:1911,0,0,14.11,2.71,11/8/2016,34.95
20160811:2011,0,0,13.45,2.69,11/8/2016,35.11
20160811:2111,0,0,12.78,2.68,11/8/2016,34.82
20160811:2211,0,0,12.94,2.83,11/8/2016,33.87
20160811:2311,0,0,13.11,2.99,11/8/2016,28.82
20160812:0011,0,0,13.27,3.14,12/8/2016,24.07
20160812:0111,0,0,12.79,3.51,12/8/2016,22.97
20160812:0211,0,0,12.31,3.88,12/8/2016,21.05
20160812:0311,0,0,11.83,4.25,12/8/2016,19.9
20160812:0411,0,0,12.56,4.68,12/8/2016,20.05
20160812:0511,46.05,10.1,13.29,5.1,12/8/2016,22.98
20160812:0611,61.43,18.28,14.02,5.53,12/8/2016,27.93
20160812:0711,63.24,26.46,14.72,6.12,12/8/2016,32.55
20160812:0811,140.02,34.17,15.42,6.71,12/8/2016,33.8
20160812:0911,156.28,40.87,16.12,7.3,12/8/2016,34.04
20160812:1011,84.92,45.83,15.95,8.16,12/8/2016,34.91
20160812:1111,130.99,48.24,15.79,9.03,12/8/2016,35.25
20160812:1211,234.03,47.61,15.62,9.89,12/8/2016,34.95
20160812:1311,170.74,44.08,15.86,9.61,12/8/2016,32.1
20160812:1411,182.1,38.33,16.1,9.33,12/8/2016,29.5
20160812:1511,179.62,31.14,16.34,9.05,12/8/2016,27.12
20160812:1611,61.43,23.17,16.11,9.37,12/8/2016,24.2
20160812:1711,63.24,14.95,15.89,9.68,12/8/2016,26.9
20160812:1811,37.68,6.86,15.66,10,12/8/2016,27.94
20160812:1911,0,0,15.57,10.04,12/8/2016,21.15
20160812:2011,0,0,15.48,10.07,12/8/2016,20.46
20160812:2111,0,0,15.39,10.11,12/8/2016,19.97
20160812:2211,0,0,15.56,9.8,12/8/2016,19.86
20160812:2311,0,0,15.72,9.48,12/8/2016,19.66
20160813:0011,0,0,15.89,9.17,13-08-2016,20.23
20160813:0111,0,0,15.67,8.86,13-08-2016,19.33
20160813:0211,0,0,15.44,8.56,13-08-2016,18.09
20160813:0311,0,0,15.22,8.25,13-08-2016,16.89
20160813:0411,0,0,15.41,8.45,13-08-2016,16.1
20160813:0511,22.61,9.87,15.6,8.64,13-08-2016,14.46
20160813:0611,89.18,18.06,15.79,8.84,13-08-2016,16.08
20160813:0711,155.66,26.23,16.15,9.05,13-08-2016,18.05
20160813:0811,178.83,33.94,16.5,9.26,13-08-2016,20.06
20160813:0911,209.06,40.62,16.86,9.46,13-08-2016,20.06
20160813:1011,177.96,45.55,16.7,9.79,13-08-2016,18.34
20160813:1111,642.35,47.94,16.53,10.12,13-08-2016,19.01
20160813:1211,615.99,47.31,16.37,10.46,13-08-2016,18.47
20160813:1311,258.29,43.78,16.36,10.67,13-08-2016,18.19
20160813:1411,162.61,38.04,16.35,10.88,13-08-2016,17.84
20160813:1511,239.64,30.86,16.34,11.09,13-08-2016,17.63
20160813:1611,237.86,22.9,15.83,11.27,13-08-2016,13.58
20160813:1711,94.6,14.68,15.31,11.46,13-08-2016,18.77
20160813:1811,34.33,6.59,14.8,11.64,13-08-2016,24.72
20160813:1911,0,0,14.52,11.42,13-08-2016,20.51
20160813:2011,0,0,14.23,11.2,13-08-2016,20.51
20160813:2111,0,0,13.95,10.98,13-08-2016,20.75
20160813:2211,0,0,14.02,10.65,13-08-2016,20.8
20160813:2311,0,0,14.1,10.32,13-08-2016,20.54
20160814:0011,0,0,14.17,9.99,14-08-2016,20.2
20160814:0111,0,0,13.95,9.76,14-08-2016,20.07
20160814:0211,0,0,13.74,9.54,14-08-2016,19.48
20160814:0311,0,0,13.52,9.31,14-08-2016,19.03
20160814:0411,0,0,13.67,8.96,14-08-2016,18.05
20160814:0511,31.82,9.64,13.83,8.61,14-08-2016,18.08
20160814:0611,91.79,17.83,13.98,8.26,14-08-2016,18.06
20160814:0711,196.21,26,14.55,8.27,14-08-2016,19.14
20160814:0811,257.58,33.69,15.13,8.28,14-08-2016,19.9
20160814:0911,414.02,40.36,15.7,8.29,14-08-2016,18.99
20160814:1011,471.22,45.26,15.96,8.31,14-08-2016,19.74
20160814:1111,752.19,47.64,16.22,8.33,14-08-2016,20.46
20160814:1211,958.41,47,16.48,8.34,14-08-2016,19.1
20160814:1311,874.2,43.48,16.44,8.31,14-08-2016,18.08
20160814:1411,746.74,37.75,16.4,8.27,14-08-2016,17.55
20160814:1511,560.5,30.57,16.36,8.23,14-08-2016,17.77
20160814:1611,345.29,22.62,16.02,8.02,14-08-2016,16.89
20160814:1711,142.02,14.4,15.69,7.81,14-08-2016,20.13
20160814:1811,35.17,6.31,15.35,7.6,14-08-2016,26.75
20160814:1911,0,0,14.73,7.47,14-08-2016,29.57
20160814:2011,0,0,14.11,7.34,14-08-2016,30.8
20160814:2111,0,0,13.49,7.21,14-08-2016,31.53
20160814:2211,0,0,13.36,7.06,14-08-2016,30.32
20160814:2311,0,0,13.24,6.9,14-08-2016,27.82
20160815:0011,0,0,13.11,6.74,15-08-2016,25.15
20160815:0111,0,0,12.97,6.93,15-08-2016,22.94
20160815:0211,0,0,12.82,7.11,15-08-2016,21.61
20160815:0311,0,0,12.68,7.3,15-08-2016,21.01
20160815:0411,0,0,12.94,7.06,15-08-2016,21.81
20160815:0511,16.75,9.41,13.21,6.83,15-08-2016,25.42
20160815:0611,120.18,17.61,13.47,6.59,15-08-2016,33.68
20160815:0711,397.69,25.77,14.19,6.36,15-08-2016,36.76
20160815:0811,585.92,33.45,14.92,6.13,15-08-2016,35.96
20160815:0911,781.17,40.09,15.64,5.9,15-08-2016,35.87
20160815:1011,917.81,44.98,16.1,5.43,15-08-2016,36.47
20160815:1111,986.21,47.34,16.56,4.96,15-08-2016,36.02
20160815:1211,641.13,46.69,17.02,4.48,15-08-2016,38.54
20160815:1311,891.65,43.17,17.14,4.28,15-08-2016,35.55
20160815:1411,750.22,37.45,17.25,4.08,15-08-2016,34.91
20160815:1511,484.27,30.29,17.37,3.88,15-08-2016,33.96
20160815:1611,161.27,22.34,16.91,3.9,15-08-2016,32.4
20160815:1711,109.92,14.12,16.45,3.93,15-08-2016,32.94
20160815:1811,30.98,6.02,15.99,3.96,15-08-2016,34.82
20160815:1911,0,0,15.1,3.88,15-08-2016,35.88
20160815:2011,0,0,14.21,3.8,15-08-2016,34.32
20160815:2111,0,0,13.32,3.72,15-08-2016,34.47
20160815:2211,0,0,12.97,3.49,15-08-2016,33.22
20160815:2311,0,0,12.62,3.26,15-08-2016,30.42
20160816:0011,0,0,12.27,3.03,16-08-2016,26.26
20160816:0111,0,0,11.63,2.79,16-08-2016,23.99
20160816:0211,0,0,10.98,2.55,16-08-2016,22.94
20160816:0311,0,0,10.34,2.3,16-08-2016,22.03
20160816:0411,0,0,11.43,2.38,16-08-2016,22.1
20160816:0511,39.35,9.18,12.53,2.46,16-08-2016,24.1
20160816:0611,199.94,17.38,13.62,2.54,16-08-2016,29.42
20160816:0711,410.96,25.53,15.07,2.37,16-08-2016,33.63
20160816:0811,622.77,33.2,16.52,2.21,16-08-2016,34.51
20160816:0911,791.42,39.83,17.97,2.04,16-08-2016,34.73
20160816:1011,815.97,44.69,18.59,2.14,16-08-2016,34.43
20160816:1111,991.94,47.03,19.2,2.23,16-08-2016,33.7
20160816:1211,961.56,46.37,19.82,2.33,16-08-2016,33.58
20160816:1311,895.75,42.86,19.82,2.48,16-08-2016,33.87
20160816:1411,758.62,37.15,19.82,2.63,16-08-2016,33.83
20160816:1511,566.37,29.99,19.82,2.79,16-08-2016,33.32
20160816:1611,349.38,22.05,19.09,2.88,16-08-2016,31.33
20160816:1711,137.67,13.83,18.37,2.97,16-08-2016,33.12
20160816:1811,29.31,5.73,17.64,3.06,16-08-2016,34.33
20160816:1911,0,0,16.17,3.22,16-08-2016,35.79
20160816:2011,0,0,14.7,3.37,16-08-2016,34.81
20160816:2111,0,0,13.23,3.53,16-08-2016,34.36
20160816:2211,0,0,12.71,3.45,16-08-2016,31.25
20160816:2311,0,0,12.18,3.37,16-08-2016,27.74
20160817:0011,0,0,11.66,3.28,17-08-2016,25.03
20160817:0111,0,0,11.35,2.97,17-08-2016,24.01
20160817:0211,0,0,11.05,2.67,17-08-2016,23.51
20160817:0311,0,0,10.74,2.36,17-08-2016,21.9
20160817:0411,0,0,11.45,2.68,17-08-2016,22.56
20160817:0511,42.7,8.94,12.15,2.99,17-08-2016,25.05
20160817:0611,175.48,17.15,12.86,3.31,17-08-2016,30.44
20160817:0711,273.27,25.3,14.59,3.4,17-08-2016,35.55
20160817:0811,356.89,32.96,16.31,3.49,17-08-2016,37.07
20160817:0911,333.88,39.56,18.04,3.59,17-08-2016,37.15
20160817:1011,346.43,44.4,18.59,3.7,17-08-2016,39.24
20160817:1111,436.32,46.71,19.13,3.82,17-08-2016,40.81
20160817:1211,537.52,46.05,19.68,3.93,17-08-2016,38.05
20160817:1311,597.2,42.55,19.39,4.24,17-08-2016,37.09
20160817:1411,553.19,36.84,19.11,4.56,17-08-2016,37.02
20160817:1511,399.55,29.7,18.82,4.87,17-08-2016,35.78
20160817:1611,340.49,21.76,18.06,4.72,17-08-2016,33.87
20160817:1711,133.26,13.54,17.31,4.57,17-08-2016,35.08
20160817:1811,28.47,5.44,16.55,4.41,17-08-2016,35.67
20160817:1911,0,0,15.49,4.09,17-08-2016,37.07
20160817:2011,0,0,14.44,3.77,17-08-2016,36.45
20160817:2111,0,0,13.38,3.45,17-08-2016,35.48
20160817:2211,0,0,13.2,3.24,17-08-2016,32.42
20160817:2311,0,0,13.01,3.03,17-08-2016,28.82
20160818:0011,0,0,12.83,2.81,18-08-2016,25.16
20160818:0111,0,0,12.88,3.78,18-08-2016,24.12
20160818:0211,0,0,12.93,4.74,18-08-2016,23.34
20160818:0311,0,0,12.98,5.71,18-08-2016,21.83
20160818:0411,0,0,13.56,6.07,18-08-2016,22.49
20160818:0511,35.17,8.71,14.14,6.44,18-08-2016,25.05
20160818:0611,144.08,16.91,14.72,6.8,18-08-2016,30.26
20160818:0711,356.41,25.06,15.72,7.02,18-08-2016,34.62
20160818:0811,611.28,32.7,16.71,7.24,18-08-2016,36.49
20160818:0911,777.26,39.29,17.71,7.46,18-08-2016,35.78
20160818:1011,812.63,44.1,18.19,7.28,18-08-2016,34.9
20160818:1111,926.21,46.4,18.66,7.09,18-08-2016,34.69
20160818:1211,815.09,45.73,19.14,6.91,18-08-2016,34.81
20160818:1311,834.24,42.23,19.09,6.42,18-08-2016,34.83
20160818:1411,748.29,36.53,19.03,5.93,18-08-2016,35.31
20160818:1511,557.48,29.4,18.98,5.43,18-08-2016,30.36
20160818:1611,340.99,21.47,18.55,4.95,18-08-2016,32.78
20160818:1711,131.16,13.25,18.11,4.46,18-08-2016,35.01
20160818:1811,25.96,5.14,17.68,3.97,18-08-2016,36.05
20160818:1911,0,0,16.78,3.89,18-08-2016,37.34
20160818:2011,0,0,15.87,3.81,18-08-2016,36.85
20160818:2111,0,0,14.97,3.72,18-08-2016,36.01
20160818:2211,0,0,14.6,3.66,18-08-2016,32.74
20160818:2311,0,0,14.22,3.59,18-08-2016,28.92
20160819:0011,0,0,13.85,3.52,19-08-2016,27.71
20160819:0111,0,0,13.27,3.4,19-08-2016,26.62
20160819:0211,0,0,12.68,3.29,19-08-2016,25
20160819:0311,0,0,12.1,3.17,19-08-2016,23.91
20160819:0411,0,0,12.82,3.03,19-08-2016,25.58
20160819:0511,38.52,8.47,13.54,2.88,19-08-2016,28.26
20160819:0611,193.91,16.68,14.26,2.73,19-08-2016,33.03
20160819:0711,390.98,24.82,15.54,2.46,19-08-2016,43.34
20160819:0811,601.9,32.45,16.82,2.2,19-08-2016,43.4
20160819:0911,787.82,39.01,18.1,1.93,19-08-2016,44.21
20160819:1011,913.33,43.8,18.44,1.46,19-08-2016,44.47
20160819:1111,960.63,46.08,18.79,0.99,19-08-2016,44.63
20160819:1211,963.78,45.4,19.13,0.52,19-08-2016,44.78
20160819:1311,884.03,41.9,19.19,0.73,19-08-2016,44.25
20160819:1411,745.58,36.22,19.24,0.93,19-08-2016,42.77
20160819:1511,554.56,29.09,19.3,1.13,19-08-2016,39.48
20160819:1611,335.55,21.17,18.83,1.11,19-08-2016,35.63
20160819:1711,127.85,12.95,18.36,1.09,19-08-2016,38.65
20160819:1811,25.12,4.84,17.89,1.08,19-08-2016,36.09
20160819:1911,0,0,16.86,1.75,19-08-2016,36.46
20160819:2011,0,0,15.84,2.43,19-08-2016,34.99
20160819:2111,0,0,14.81,3.1,19-08-2016,34.32
20160819:2211,0,0,14.9,3.48,19-08-2016,32.22
20160819:2311,0,0,14.98,3.85,19-08-2016,28.87
20160820:0011,0,0,15.07,4.22,20-08-2016,26.54
20160820:0111,0,0,15.08,4.41,20-08-2016,25.04
20160820:0211,0,0,15.1,4.6,20-08-2016,23.31
20160820:0311,0,0,15.11,4.79,20-08-2016,22.81
20160820:0411,0,0,15.17,4.99,20-08-2016,22.32
20160820:0511,40.19,8.23,15.24,5.2,20-08-2016,22.02
20160820:0611,72.21,16.44,15.3,5.41,20-08-2016,22.44
20160820:0711,142.96,24.58,15.49,6.02,20-08-2016,23.08
20160820:0811,101.18,32.2,15.67,6.64,20-08-2016,26.94
20160820:0911,76.79,38.74,15.86,7.26,20-08-2016,29.03
20160820:1011,74.98,43.5,16.2,6.98,20-08-2016,25.79
20160820:1111,121.95,45.76,16.53,6.7,20-08-2016,24.22
20160820:1211,107.5,45.07,16.87,6.43,20-08-2016,23.12
20160820:1311,238.75,41.57,17.27,6.17,20-08-2016,22.09
20160820:1411,424.8,35.9,17.66,5.92,20-08-2016,21.71
20160820:1511,269.13,28.78,18.06,5.67,20-08-2016,23.3
20160820:1611,93.05,20.86,17.84,5.55,20-08-2016,21.38
20160820:1711,78.28,12.64,17.63,5.43,20-08-2016,30.5
20160820:1811,19.26,4.53,17.41,5.31,20-08-2016,31.32
20160820:1911,0,0,16.64,5.29,20-08-2016,29.99
20160820:2011,0,0,15.87,5.27,20-08-2016,30
20160820:2111,0,0,15.1,5.26,20-08-2016,30.38
20160820:2211,0,0,15.06,5.35,20-08-2016,30.14
20160820:2311,0,0,15.03,5.44,20-08-2016,25.03
20160821:0011,0,0,14.99,5.53,21-08-2016,18.51
20160821:0111,0,0,14.87,5.72,21-08-2016,19.18
20160821:0211,0,0,14.76,5.92,21-08-2016,18.18
20160821:0311,0,0,14.64,6.11,21-08-2016,17.95
20160821:0411,0,0,14.94,6.16,21-08-2016,17.88
